UserID,Username,GlobalRank,PP,Location,RegistrationDate
8472976,hyeok2044,80,17280.5,Philippines,2016-05-28 15:06:17+00:00
11399348,fragranceofpage,511,13812.4,South Korea,2017-12-24 02:31:57+00:00
7075211,tekkito,189,15749.4,United States,2015-09-12 02:12:01+00:00
11375105,lolol233,190,15736.5,China,2017-12-20 13:44:52+00:00
6327638,Twilight,1683,11614.3,United States,2015-04-16 00:45:00+00:00
12779141,gnahus,5,22755.4,Poland,2018-08-01 18:25:35+00:00
124493,chocomint,54,18098.7,South Korea,2009-06-17 12:03:54+00:00
1876565,Mastasz,58,17856.4,Poland,2012-08-27 12:51:00+00:00
11562243,Ramon 2,1200,12281.1,Panama,2018-01-17 02:52:34+00:00
7802400,ploot,9449,8624.34,Canada,2016-01-22 01:36:48+00:00
7027766,Peresia,93,16961.0,South Korea,2015-09-02 06:44:01+00:00
14385814,Tim Kackner,84,17242.3,Germany,2019-05-02 15:29:41+00:00
1629553,rHO,413,14208.4,Indonesia,2012-05-27 06:55:34+00:00
11592896,rudj,44,18661.2,United Kingdom,2018-01-21 17:48:29+00:00
11376152,HandsomeMe,796,13026.8,Russian Federation,2017-12-20 16:26:35+00:00
4511522,Doomsday fanboy,231,15317.5,South Korea,2014-06-11 09:52:20+00:00
9505131,Dezku,407,14223.1,Finland,2017-01-01 16:26:04+00:00
4980135,Behwall,4880,9759.47,South Korea,2014-09-28 05:15:59+00:00
20501126,6Nusu9,1345,12054.2,Chile,2021-01-21 05:27:08+00:00
16509171,uatzap,800,13011.5,Portugal,2020-03-25 23:06:48+00:00
11269055,PaintedKoaIa,122,16479.9,United States,2017-12-02 20:04:05+00:00
2590257,wudci,91,17013.9,United States,2013-04-28 01:05:31+00:00
12434652,Gonzah,489,13878.6,Chile,2018-06-08 19:44:15+00:00
11367222,lifeline,3,23913.9,Indonesia,2017-12-19 00:18:20+00:00
11959709,CallMeRed,7463,9020.04,Saudi Arabia,2018-03-23 15:24:27+00:00
10343292,Zeph2003,10207,8509.06,Malaysia,2017-06-12 03:26:57+00:00
8802914,-Arko,1287,12149.4,United States,2016-08-04 23:00:05+00:00
5177569,Yip,1595,11714.7,Canada,2014-11-08 22:23:43+00:00
8788058,Jakson,233,15311.4,United States,2016-08-01 17:54:28+00:00
10717635,Hakui Koyori,147,16184.4,Indonesia,2017-08-23 12:09:33+00:00
10250612,_Cyan,1589,11718.5,India,2017-05-24 10:58:58+00:00
5309981,Mouse Player,1246,12215.2,South Korea,2014-12-04 11:13:38+00:00
4458239,ampy,1564,11750.7,United States,2014-05-30 01:29:24+00:00
7748891,xXChokgamerXx,5896,9436.0,Chile,2016-01-13 19:02:50+00:00
8508931,jaaysfa,6453,9280.67,Germany,2016-06-04 19:07:41+00:00
18217876,ESCRUPULILLO,1167,12332.9,Spain,2020-08-23 18:44:35+00:00
11987104,Eagle5324,305,14761.5,Singapore,2018-03-28 07:37:50+00:00
