UserID,Username,GlobalRank,PP,Location,RegistrationDate
2165650,mcy4,51,18346.1,Hong Kong,2012-12-08 08:33:38+00:00
11443437,[Karcher],42,18681.9,South Korea,2017-12-30 12:12:53+00:00
9405745,scylla,1046,12499.3,Sweden,2016-12-11 16:55:32+00:00
4734703,NathanRam1918,262,15050.1,Philippines,2014-08-02 10:28:26+00:00
16817965,Kamensh1k,19,20033.6,Kazakhstan,2020-04-22 16:53:07+00:00
4504101,WhiteCat,22,19844.8,Germany,2014-06-09 17:35:32+00:00
8443945,FlasTEH,150,16170.0,France,2016-05-22 16:20:37+00:00
9052194,Allegrissimo,311,14729.6,South Korea,2016-09-27 11:35:51+00:00
10676573,Birchman,5834,9455.41,Canada,2017-08-16 04:41:49+00:00
11552867,Welter,78,17297.5,Russian Federation,2018-01-15 13:10:40+00:00
5447609,Demonical,106,16693.9,Singapore,2014-12-30 07:09:46+00:00
11854446,Markrum,4181,10036.9,Russian Federation,2018-03-05 09:43:05+00:00
2558286,Rafis,48,18545.6,Poland,2013-04-20 11:18:10+00:00
5783061,-Spartan,2374,11001.5,Switzerland,2015-01-27 17:53:53+00:00
5413624,Hibiki,1194,12284.7,Hong Kong,2014-12-24 13:28:57+00:00
9138046,Tokii,1872,11431.1,United States,2016-10-16 19:57:01+00:00
9459674,Ice Shark,8716,8753.38,Russian Federation,2016-12-23 16:42:48+00:00
14169321,Teini,9354,8641.29,Iceland,2019-03-27 12:27:57+00:00
6942259,Rebo,295,14807.5,Uruguay,2015-08-16 22:44:53+00:00
15293080,Kyujin,113,16585.5,New Zealand,2019-10-03 11:00:32+00:00
6989615,UC2,6539,9252.68,Netherlands,2015-08-25 20:00:59+00:00
13959253,Zucchiniii,3090,10530.9,Canada,2019-02-18 03:20:47+00:00
2758279,GENDER BENDER,839,12897.7,Canada,2013-06-05 23:19:03+00:00
4733185,KonKonKinakoN,961,12632.1,Japan,2014-08-02 01:47:02+00:00
11553627,Jemzsee,179,15824.7,United Kingdom,2018-01-15 15:40:38+00:00
14592820,Daf0nz,2343,11019.3,Brazil,2019-06-02 19:27:59+00:00
10051720,Saryi,406,14232.5,Canada,2017-04-14 23:44:05+00:00
4659319,seegii,1034,12512.4,Mongolia,2014-07-15 13:08:46+00:00
5472693,Agent5d,8921,8716.5,Poland,2015-01-01 15:22:59+00:00
9313951,Tsuwagi,123,16475.6,Hong Kong,2016-11-23 13:52:23+00:00
11129034,Spektre,690,13264.1,South Korea,2017-11-08 13:01:12+00:00
10640486,GRANDMASTER,333,14630.1,Norway,2017-08-09 21:17:44+00:00
11198996,A21,118,16525.4,Hong Kong,2017-11-20 13:51:58+00:00
11042418,lystia,735,13159.4,United Kingdom,2017-10-22 09:19:30+00:00
7010761,Danny Carey,383,14345.1,United Kingdom,2015-08-29 19:19:39+00:00
7078544,Hanori,2087,11236.0,Belgium,2015-09-12 15:47:11+00:00
3328742,Trail Mix,117,16546.4,United States,2013-09-22 22:52:12+00:00
13214651,Talullah,193,15667.5,United States,2018-10-06 20:59:09+00:00
4981809,BMG_,1245,12215.4,Poland,2014-09-28 14:57:12+00:00
7172340,NekoKamui,1943,11360.8,Taiwan,2015-10-02 12:44:17+00:00
11345747,BProd,771,13078.8,France,2017-12-15 22:22:52+00:00
9323821,hedayo,5155,9663.66,Poland,2016-11-25 18:33:39+00:00
2035254,Kalanluu,2624,10809.4,Finland,2012-10-29 16:26:27+00:00
14097024,RhythmicRS,94,16937.1,United States,2019-03-14 22:18:35+00:00
8880920,ruyu,2130,11204.4,United States,2016-08-21 01:44:10+00:00
10704796,Kayrem,1145,12360.8,Poland,2017-08-20 22:53:39+00:00
13334336,KyKu3u,905,12765.8,Russian Federation,2018-10-29 05:48:39+00:00
6479616,Mornis,1141,12364.0,Belgium,2015-05-17 16:14:13+00:00
12090610,Tatze,13248,8081.89,Germany,2018-04-14 18:43:17+00:00
7627844,Mahmood,266,15023.1,United Kingdom,2015-12-24 14:01:52+00:00
4916057,Stoof,230,15351.4,Canada,2014-09-11 20:48:36+00:00
