UserID,Username,GlobalRank,PP,Location,RegistrationDate
7813296,hydrogen bomb,25,19634.8,United States,2016-01-23 18:35:12+00:00
1473890,badeu,136,16292.0,Romania,2012-03-19 15:07:38+00:00
5339515,Mathi,28,19463.8,Chile,2014-12-10 01:28:52+00:00
8007528,Raikouhou,57,17965.5,Türkiye,2016-02-27 17:23:36+00:00
8335950,Reedkatt,87,17127.2,Sweden,2016-04-30 12:25:31+00:00
11794209,POMAH,1178,12319.6,Ukraine,2018-02-23 10:54:59+00:00
12736534,treyarch,351,14489.1,Australia,2018-07-26 07:00:45+00:00
9269034,Accolibed,2,25927.2,United Kingdom,2016-11-13 11:42:34+00:00
6387149,kiirochii,271,14971.7,Italy,2015-04-29 10:04:05+00:00
6090175,lolol235,885,12811.9,China,2015-03-01 10:35:03+00:00
8105138,nejzha,194,15644.1,Kazakhstan,2016-03-17 16:59:42+00:00
8698024,defii,430,14123.5,Hungary,2016-07-13 12:12:15+00:00
5403374,dasdwqdf,466,13952.8,Brazil,2014-12-22 16:02:44+00:00
10092099,Pablohh,116,16564.9,Denmark,2017-04-22 15:47:36+00:00
14919428,Ohio,1258,12196.5,Netherlands,2019-08-01 20:28:02+00:00
7892320,-Restia,75,17347.8,South Korea,2016-02-06 11:51:10+00:00
10463129,mija-,31851,6632.29,Russian Federation,2017-07-06 10:51:50+00:00
11479551,Xepei,860,12855.7,Finland,2018-01-04 21:22:54+00:00
7333471,haunte,702,13247.2,United Kingdom,2015-10-29 16:20:47+00:00
5407620,Tebi,1125,12384.9,Singapore,2014-12-23 11:58:46+00:00
2312106,GSBlank,1350,12045.9,Singapore,2013-01-29 11:53:39+00:00
2472609,Imokora,5630,9516.82,Taiwan,2013-03-24 12:00:26+00:00
7342622,Freddie Benson,21,19854.4,United States,2015-10-31 05:38:20+00:00
8195473,cyo,324,14672.9,Australia,2016-04-03 12:17:24+00:00
4852013,Monko2k,246,15203.3,United States,2014-08-27 22:56:40+00:00
14040810,gilgamesh815,59369,5610.51,United States,2019-03-04 23:45:42+00:00
4663676,_NotSoFast_,2033,11280.8,Russian Federation,2014-07-16 14:45:56+00:00
22461441,3BDOOO,10179,8511.6,Saudi Arabia,2021-04-06 06:40:55+00:00
4653583,NO37,2061,11260.4,Chile,2014-07-14 01:27:09+00:00
21619075,def,986,12587.4,Vietnam,2021-03-07 08:40:13+00:00
6502403,Lilily,392,14317.1,Netherlands,2015-05-23 02:34:31+00:00
4519494,Spinesnight,2808,10701.3,Taiwan,2014-06-13 09:02:53+00:00
7512553,Utami,24,19742.7,United States,2015-12-04 00:09:03+00:00
10903510,trumpatino69,227,15364.1,Sweden,2017-09-25 19:24:33+00:00
13586618,taro,313,14721.2,United States,2018-12-15 21:06:16+00:00
3995630,Rampax,320,14685.5,Malaysia,2014-02-10 13:11:42+00:00
8275006,-pare,205,15526.4,Germany,2016-04-17 18:48:10+00:00
17847877,yukixo,8002,8899.86,Philippines,2020-07-25 07:30:50+00:00
11234706,ZeitFrost,856,12861.2,Germany,2017-11-26 14:54:27+00:00
17476576,Xillerini,8480,8796.03,Kazakhstan,2020-06-21 20:49:12+00:00
11106929,Wispy,1982,11310.8,United States,2017-11-04 02:37:49+00:00
12147277,-Kedama,507,13828.7,Thailand,2018-04-24 03:16:47+00:00
9507565,costco hotdog,4981,9721.96,United States,2017-01-01 23:56:49+00:00
3674590,Sukiye,2417,10960.0,France,2013-11-30 20:50:14+00:00
12585048,SurvivorX4,1230,12235.1,China,2018-07-03 06:48:47+00:00
16750823,spray-,944,12658.4,Türkiye,2020-04-16 16:51:32+00:00
9920144,Kryterion,593,13568.2,Ukraine,2017-03-19 10:33:07+00:00
15195364,hollowknees,10102,8523.99,Singapore,2019-09-16 06:51:02+00:00
7060756,winz,2812,10698.6,United States,2015-09-08 20:04:54+00:00
14958380,Clutchx,712,13213.5,Türkiye,2019-08-09 04:32:58+00:00
39828,WubWoofWolf,880,12815.8,Poland,2008-09-19 13:04:36+00:00
11684952,pretty girl,459,14000.9,Canada,2018-02-04 21:30:41+00:00
11786864,Siiphs,5226,9643.12,Chile,2018-02-22 00:40:37+00:00
8445602,Suzuha,1116,12399.6,Russian Federation,2016-05-22 20:30:17+00:00
12179012,Rinnu,299,14798.1,United Kingdom,2018-04-29 09:50:36+00:00
19526828,Icarussy,2448,10931.1,Philippines,2020-11-25 09:35:57+00:00
3068044,Dumii,391,14320.4,Australia,2013-08-04 09:56:12+00:00
14031664,lys,8168,8863.62,Poland,2019-03-03 10:44:42+00:00
9578404,roliy,239,15265.8,Romania,2017-01-14 20:00:22+00:00
8461097,[Boy]HaiPhong,7022,9121.58,Vietnam,2016-05-26 09:15:40+00:00
7701428,Eunha,625,13438.4,Chile,2016-01-06 03:12:30+00:00
10064064,Majewski,462,13975.8,Russian Federation,2017-04-17 06:30:55+00:00
4383303,Kokuban,826,12938.2,Germany,2014-05-11 20:24:12+00:00
7422021,Lane,533,13737.6,Canada,2015-11-16 00:20:24+00:00
13872272,Sobu-,454,14027.9,Denmark,2019-02-02 14:55:36+00:00
6524092,VoProSSoFF,59,17828.0,Russian Federation,2015-05-27 12:24:16+00:00
12000193,Murzikk,1060,12487.0,Latvia,2018-03-30 12:48:27+00:00
3162741,Aotoleen,1463,11867.2,Japan,2013-08-21 09:07:28+00:00
7279141,stacker,1174,12327.5,United States,2015-10-21 00:34:18+00:00
4784772,Nuage,4818,9779.02,France,2014-08-12 15:51:12+00:00
15251627,revoken,2435,10942.7,Brazil,2019-09-26 04:13:46+00:00
7369323,Lothjon,11554,8302.77,Denmark,2015-11-05 16:16:33+00:00
17558867,B4rISka,27262,6884.37,Russian Federation,2020-06-29 13:58:48+00:00
3898396,Bae Suzy,2857,10674.0,Canada,2014-01-19 23:14:50+00:00
18351160,Stixe,85,17229.1,Indonesia,2020-09-02 14:44:56+00:00
10958852,qstronaut,1920,11383.0,Singapore,2017-10-06 12:47:53+00:00
11611550,[ ] [ ],16074,7752.44,South Korea,2018-01-24 19:54:18+00:00
10137131,BlankTap,6371,9306.29,Indonesia,2017-05-01 10:06:42+00:00
9294147,howtoplay,2023,11286.4,Serbia,2016-11-19 05:33:55+00:00
13628898,Jacob3,637,13409.2,United States,2018-12-22 22:57:22+00:00
13744487,Goold,3870,10163.5,Colombia,2019-01-11 17:24:01+00:00
8788898,Shiragi,2965,10600.0,Germany,2016-08-01 21:43:33+00:00
5585377,Chibi Maruko,2888,10652.7,Malaysia,2015-01-11 14:54:58+00:00
12115298,mreow,1024,12525.5,United States,2018-04-19 00:43:22+00:00
7341471,BossPlays,577,13610.2,Argentina,2015-10-31 00:39:17+00:00
14390731,niqht,1278,12165.6,Netherlands,2019-05-03 12:01:04+00:00
6385683,spreadnuts,1985,11309.2,Canada,2015-04-29 00:25:03+00:00
6303313,Mathyu,458,14005.7,United States,2015-04-10 23:30:51+00:00
21627415,hotbread,14280,7952.39,United States,2021-03-07 17:16:47+00:00
11393702,Finney,353,14481.2,Germany,2017-12-23 09:15:15+00:00
3772251,Ephix,638,13402.5,Germany,2013-12-23 00:37:29+00:00
3216107,Civil oath,32344,6606.13,South Korea,2013-08-31 05:20:31+00:00
1548322,SoundBoomer,12169,8221.32,Russian Federation,2012-04-21 08:32:22+00:00
3619583,Blendra,1805,11500.3,United States,2013-11-18 20:53:56+00:00
10714308,blackpoint675,2685,10765.4,Hungary,2017-08-22 18:58:24+00:00
11836334,Nev-,573,13623.8,Finland,2018-03-02 15:40:11+00:00
11776859,Maribel,6701,9212.2,United States,2018-02-20 02:08:40+00:00
10081404,iSmileZ,1256,12202.2,Ecuador,2017-04-20 19:26:39+00:00
22710559,Sp1cyy,183,15817.1,Canada,2021-04-16 00:11:18+00:00
16775763,northsign,2593,10829.8,Mexico,2020-04-18 20:35:02+00:00
11920994,JobeHobe,10480,8466.07,Germany,2018-03-16 20:13:15+00:00
14024115,zivxare,1210,12264.7,United States,2019-03-02 06:50:12+00:00
19972788,Jerryyy,24282,7074.42,Japan,2020-12-22 07:19:30+00:00
4479041,Ancenthe,1255,12202.2,Estonia,2014-06-03 18:42:45+00:00
10451063,Punkysteria,15715,7791.59,France,2017-07-03 22:06:42+00:00
11991374,choke,15943,7764.38,United States,2018-03-29 01:00:48+00:00
13484596,Impowster,895,12779.1,Philippines,2018-11-26 08:21:49+00:00
1861823,Ezius,6337,9312.17,Germany,2012-08-22 05:34:53+00:00
13617153,WhiteCookies,2176,11164.0,China,2018-12-21 06:20:14+00:00
11113490,Legend_OZ,673,13314.0,Canada,2017-11-05 02:23:33+00:00
16339761,fnql2,2230,11119.0,South Korea,2020-03-06 10:52:21+00:00
10458639,Sandron,1217,12249.3,Russian Federation,2017-07-05 12:22:19+00:00
14787295,Dolphin_,549,13684.2,Portugal,2019-07-07 22:55:21+00:00
9414229,Pinguinzi,166,15997.5,Norway,2016-12-13 18:37:22+00:00
10302933,bromothymolblue,989,12583.5,Australia,2017-06-04 00:04:55+00:00
10849159,nsfuu,15853,7774.63,Indonesia,2017-09-15 14:07:16+00:00
18733683,Mr C B,4481,9907.63,Taiwan,2020-10-01 13:55:43+00:00
10196805,angelkanna,191,15712.4,Germany,2017-05-13 12:41:46+00:00
