UserID,Username,GlobalRank,PP,Location,RegistrationDate
12408961,maliszewski,23,19806.0,Poland,2018-06-04 19:27:30+00:00
8116659,criller,99,16796.6,Germany,2016-03-19 17:40:04+00:00
10073635,dench,103,16752.4,Ukraine,2017-04-19 08:04:01+00:00
9694263,Skrowell,173,15904.3,Russian Federation,2017-02-05 14:59:01+00:00
9224078,FlyingTuna,39,18782.4,South Korea,2016-11-04 06:18:53+00:00
1646397,Crystal,652,13361.4,China,2012-06-03 10:48:43+00:00
9712285,desuqe,165,16015.1,Russian Federation,2017-02-09 14:40:09+00:00
5645231,decaten,109,16644.1,United States,2015-01-17 02:22:37+00:00
7787629,rafal,382,14351.0,Poland,2016-01-19 16:51:13+00:00
11226645,JackPaX,529,13748.2,Greece,2017-11-25 11:57:52+00:00
6754508,himejoshi,2000,11303.0,Germany,2015-07-12 11:30:31+00:00
1719471,The Champion,108,16679.3,United Kingdom,2012-07-02 09:28:29+00:00
11684622,Sh4rq_,222,15395.7,Germany,2018-02-04 20:28:23+00:00
12760743,A N T O N I O,1042,12503.2,Spain,2018-07-29 21:18:14+00:00
11921197,Shiox,1571,11743.0,Germany,2018-03-16 20:41:56+00:00
10917620,rundyyy,749,13129.0,Germany,2017-09-28 20:52:00+00:00
6619303,Cracento,138,16278.8,United States,2015-06-15 19:00:26+00:00
16774872,skiatzo,1092,12441.9,United Kingdom,2020-04-18 19:04:42+00:00
3730848,mx10000,1124,12387.7,South Korea,2013-12-13 14:14:07+00:00
12796317,oPixay,1031,12519.4,United States,2018-08-04 05:39:41+00:00
9561644,AllyrD,225,15384.7,Finland,2017-01-11 15:55:25+00:00
12941954,Sabakan-,2550,10862.7,Japan,2018-08-22 05:07:36+00:00
2932510,wuhua,133,16340.9,Malaysia,2013-07-10 07:41:29+00:00
251683,Musty,543,13695.3,France,2010-02-05 07:06:42+00:00
16288992,Ruyaya,6333,9312.89,Taiwan,2020-02-28 04:26:34+00:00
7972980,-Din-,121,16493.6,Russian Federation,2016-02-21 09:05:05+00:00
11255340,FlatPaper,8699,8757.09,Canada,2017-11-30 18:42:38+00:00
8208289,conradmittn,5331,9608.75,United States,2016-04-06 03:38:11+00:00
2323131,fedoragoose,293,14815.4,Austria,2013-02-01 17:47:52+00:00
4896825,My Angel Anzu,277,14929.7,China,2014-09-07 03:07:29+00:00
21338717,Yesew,1723,11560.6,Argentina,2021-02-23 23:43:46+00:00
11305398,Pancho,1500,11820.7,Chile,2017-12-09 04:57:49+00:00
10077431,Plasma,50,18372.9,United Kingdom,2017-04-19 23:08:51+00:00
10592853,Piper,1103,12420.8,South Korea,2017-08-01 05:20:26+00:00
4750008,Skydiver,528,13755.2,Indonesia,2014-08-05 12:58:28+00:00
7780605,Fleh,235,15306.8,Germany,2016-01-18 14:58:08+00:00
10354591,splitty,669,13322.1,Poland,2017-06-14 15:55:49+00:00
9474976,HonBae,1103,12421.0,United States,2016-12-26 17:27:51+00:00
9211924,Melvr,420,14170.4,Norway,2016-11-01 14:48:45+00:00
12169267,315,592,13569.0,United States,2018-04-28 00:36:36+00:00
20988374,tezi,1908,11394.9,Hong Kong,2021-02-11 06:28:23+00:00
7178423,Teacchyyy,110,16642.9,Japan,2015-10-03 14:24:43+00:00
14758501,jellium,5334,9606.36,United States,2019-07-02 05:46:54+00:00
12211248,YukariSmug,505,13830.5,Chile,2018-05-04 20:17:29+00:00
4715598,kokonokokoro,16084,7751.68,Switzerland,2014-07-29 09:03:38+00:00
8045604,RomanTheFUKER,656,13358.8,Russian Federation,2016-03-06 03:10:41+00:00
15392570,Musa,6979,9133.81,Finland,2019-10-20 20:46:43+00:00
5774823,Rupertion,60,17820.5,Canada,2015-01-26 21:34:23+00:00
